,Tenure,Bandwidth_GB_Year,MonthlyCharge,Churn_Yes,Multiple_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,InternetService_DSL,Contract_Month-to-month
2114,-1.0095569974464171,-1.0873879528084323,-0.29413921024055895,1,1,0,1,0,0,1,0,1
2115,-0.9674852207268071,-0.9887549005480114,0.05510320481885834,1,1,1,0,1,1,0,0,1
2116,-0.5596684575600758,-0.4421820093387296,1.863326022595687,0,1,0,1,0,1,1,0,0
2117,-1.1165217793633364,-1.0458749876743092,0.5822876670796121,1,0,1,0,0,1,1,0,1
2118,-0.8696268741641777,-0.7100421394022026,0.05477251811943916,1,1,0,1,1,1,0,1,1
2119,-0.7651556875588791,-0.7110128807500319,1.630326968720695,1,1,0,0,0,1,1,0,0
2120,-0.23588001336051645,-0.42619324150112187,0.22889536682044626,0,1,0,0,1,1,0,0,0
2121,-0.24724310803450578,-0.32608959606906407,-1.5756642806874692,0,0,0,0,1,0,0,1,1
2122,-0.7304847474226663,-0.6942851468442262,0.8733431957187622,0,0,0,0,0,1,1,0,0
2123,-1.246096986690282,-1.2888467419520637,-1.8669750435678607,0,0,0,0,0,0,0,1,0
2124,-0.6684623550794295,-0.7921573941590886,-0.877342465138771,0,0,1,0,0,0,0,0,0
2125,-0.675817392862154,-0.7419900084896255,-0.004208482135347705,0,0,1,0,1,1,0,0,1
2126,-0.9927620364280368,-0.6283805477148628,1.5144073078969686,1,0,1,1,1,1,1,1,1
2127,-1.2380642703697713,-1.2923761109690866,0.811404645405793,1,1,1,0,1,1,0,0,1
2128,-1.0809546803660612,-1.0768218136397856,-0.2948192138759836,0,0,0,1,0,0,1,0,1
2129,-0.8736447639936545,-0.8876795349038971,0.46146126769479134,1,1,1,0,0,1,0,0,1
2130,-0.19545756075003018,-0.072976828985565,2.445513929599908,1,1,1,0,1,1,1,0,1
2131,-1.1717278276619048,-1.0390387417724405,-0.5281699134665545,1,1,0,0,0,1,0,1,1
2132,-1.239391111924528,-1.225816349912126,1.106344578373327,1,0,0,1,0,1,1,0,0
2133,-0.5542561814541229,-0.42112483171650994,-0.5283305992571172,0,0,1,0,0,0,1,1,0
2134,-0.9412780199757377,-0.8020715177690538,0.6999865154973941,1,0,0,1,1,1,1,0,0
2135,-1.016119576047225,-0.903683006755764,2.445513929599908,1,1,1,0,1,1,1,0,1
2136,-1.2124907646674847,-1.1817987929311267,1.630326968720695,1,1,0,0,0,1,1,0,1
2137,-0.9898134408101436,-1.041050635421319,-0.7607660884753538,0,0,0,0,0,1,0,0,1
2138,-0.9513752751308788,-0.8987905106338844,1.9215315392525412,1,0,1,1,1,1,1,0,0
2139,-1.1785807804919173,-1.3025714736208203,-1.0511206544629188,0,0,0,1,0,0,1,0,0
2140,-0.9882758718257006,-0.8356366645944981,0.2870170474126589,0,1,1,0,1,1,0,1,0
2141,-1.2137560369014362,-1.2375616733192814,-1.5167112257875628,1,0,0,1,0,0,0,1,1
2142,-1.1528030900457553,-1.2346732923765167,-1.5756968836014962,1,0,0,0,0,1,0,0,1
2143,-0.8075216582259995,-1.0125937760003096,-1.0509553111132093,1,0,0,1,0,0,0,0,1
2144,-1.2537231110157185,-1.167623427454982,1.456285627304756,1,0,0,1,1,1,1,0,0
2145,-0.3851360734331365,-0.05305461491841854,0.6988989754366297,1,0,0,0,1,1,1,1,1
2146,-1.2187099468107283,-0.9076770341098126,1.2230956135047477,1,0,1,1,0,1,1,1,0
2147,-0.676128264985632,-0.6722797833954746,-1.8669750435678607,0,0,0,0,0,0,0,1,0
2148,-1.1331361546895504,-1.0429031064552956,-0.5283305992571172,0,0,1,0,0,0,1,1,1
2149,-1.1054082522249713,-0.945362117503559,-0.9352103087574857,1,0,0,0,1,1,0,1,1
2150,-1.112889454168757,-0.9287454336621827,0.9314648763109749,1,0,1,0,0,1,1,1,1
2151,-1.0773359700090066,-1.2387751412362635,-1.1095869944319905,0,0,0,1,0,0,0,0,1
2152,-1.126117403393683,-1.1025995124255166,-1.109992202077757,0,1,0,0,0,0,0,1,0
2153,-0.48814933785351106,-0.6958836577551725,-0.6442362874034037,0,1,0,0,0,0,0,0,0
2154,-0.7190997177326653,-0.5474446440473023,1.1649762616921084,1,0,0,1,0,1,1,0,1
2155,-1.2558548163821368,-1.2565614478856941,-1.5170652002827154,0,0,0,0,0,1,0,0,0
2156,-0.9779885005921258,-1.0514885145456339,-0.29397386689085003,0,1,0,1,0,0,0,0,1
2157,-1.201794418842269,-1.1677346328837899,1.456285627304756,1,0,0,1,1,1,1,0,1
2158,-1.198693904328997,-1.2076200039021174,1.5716952854019142,1,1,0,0,0,1,1,0,1
2159,-1.1006204055144861,-1.0127102077586698,0.2870170474126589,1,1,1,0,1,1,0,1,0
2160,-0.8482727578867321,-0.6239538362874301,1.1645710540463416,1,1,0,0,0,1,1,1,0
2161,-1.036566528136609,-1.0338272462004465,-1.2844666964943432,0,0,1,0,0,0,0,1,1
2162,-1.0570766379445098,-1.2197027764966901,-0.29552017652756857,1,0,1,0,0,1,0,0,1
2163,-0.9294066380341639,-0.8481002718905843,2.095570551888906,1,1,1,0,0,1,1,0,0
2164,-1.0073476496871154,-0.9612317792104146,0.8733431957187622,1,0,0,0,0,1,1,0,1
2165,-1.2591909810415634,-1.37202935868317,-0.5857699474343318,0,1,0,0,0,0,1,0,1
2166,-1.2433071173865293,-0.9444773258349206,1.747513485632336,1,1,0,1,1,1,1,1,0
2167,-1.107654586959548,-0.9807194416282475,0.5786477846064317,1,1,1,1,1,1,0,1,1
2168,-0.6576960441169344,-0.7775484628995517,0.5207939136651571,0,1,0,1,0,0,1,0,0
2169,-1.1654979427436076,-1.1480305798750363,-0.23701890486489635,1,0,1,0,1,0,1,1,0
2170,-1.0946083201775891,-1.02788399447419,0.6409193503983929,1,0,1,0,0,1,1,0,1
2171,-0.6995102356743781,-0.7256811552529493,-1.2841197083379106,0,0,0,0,0,0,1,0,1
2172,-1.1724919225989787,-1.0152115550298684,0.5789155942573697,1,1,1,1,0,0,1,1,1
2173,-1.0207519866959711,-1.1104698664212487,-1.3427513916566918,1,0,0,0,0,0,1,0,1
2174,-0.9366365705876349,-1.0144265265124703,-0.003528478499923079,1,1,1,0,1,1,0,0,1
2175,-0.14206281530813508,-0.29651788397065837,-1.2841197083379106,0,0,0,0,0,0,1,0,1
2176,-0.8353829104603332,-0.6462305245170519,0.6992203470177552,0,0,0,1,0,1,1,1,0
2177,-1.0508681585763209,-0.9371584742416825,1.689533860594099,0,1,1,1,0,1,1,0,0
2178,-1.1777745930154964,-1.2036895723364343,0.8147138411795543,1,0,0,0,0,1,1,0,1
2179,-1.1305623074745212,-1.11973323720281,-0.8193954430145611,0,0,0,0,0,1,0,0,0
2180,-1.2338642064504168,-1.3161755877997792,-1.1095869944319905,0,0,0,1,0,0,0,0,0
2181,-1.0760107168519608,-1.0042294960390077,1.1067055392071998,1,1,0,0,1,1,1,0,1
2182,-0.699100655978847,-0.9474666138134621,-0.877342465138771,0,0,1,0,0,0,0,0,1
2183,-0.4894786754618141,-0.6426314073280435,0.6944067596395954,1,1,1,0,0,0,1,0,1
2184,-0.9097895102919031,-0.9383817277806034,-0.29552017652756857,1,0,1,0,0,1,0,0,1
2185,-0.8894478084603827,-0.7125434981140771,0.28728252828402345,0,1,1,0,0,0,1,1,0
2186,-0.6419701503961788,-0.4155875262888679,0.519962539357463,0,1,1,0,1,0,1,1,0
2187,-1.0154766531641195,-0.8588726301570971,0.05433703633921875,0,1,1,0,0,1,0,1,0
2188,-0.9688880784577428,-0.8011415203290251,1.1645710540463416,1,1,0,0,0,1,1,1,1
2189,-1.144068755764811,-1.1736417361929308,0.2878484217203524,1,1,0,1,0,1,0,0,1
2190,-1.122852867907233,-1.1924566628440085,-1.284033543493696,1,0,0,1,1,0,0,1,1
2191,-1.0368546332262265,-0.9825604582575399,-1.517032597368688,0,0,0,0,1,0,0,1,0
2192,-0.6255945263735555,-0.5466215771131345,-0.2952244215217505,1,1,0,0,0,0,1,1,1
2193,-1.1953586095064124,-0.9741971878214771,0.9319003580911953,1,0,0,1,1,1,1,1,1
2194,-1.2232745858237966,-1.183918355604375,-0.23686054785390712,1,1,0,0,1,1,0,1,0
2195,-1.2224741090153373,-1.3317620014364202,-0.12036102091641107,0,1,1,0,0,0,0,0,0
2196,-1.1386436590201892,-1.1014142488406624,-0.8183614648839842,0,1,0,1,0,0,0,1,0
2197,-1.1242531917656293,-1.2106734597485804,-1.0514396972644708,0,0,0,0,1,0,1,0,1
2198,-0.7698997020563336,-0.6228795270771926,1.688851528179101,1,0,1,1,0,1,1,0,1
2199,-1.1194011662238132,-1.060425854758028,-1.343098379813124,0,0,1,0,0,0,0,1,1
2200,-0.9000046022009718,-0.8799125186299374,-1.109992202077757,0,1,0,0,0,0,0,1,0
2201,-1.1534050171403143,-1.2967433835090882,-0.003507519483762699,0,0,0,1,1,0,1,0,0
2202,-0.2943867521029611,-0.12377023562524492,1.6888818023135546,1,1,0,1,1,1,1,1,1
2203,-1.1533571004760264,-0.983024552935347,-0.8183614648839842,1,1,0,1,0,0,0,1,1
2204,-0.5612602589806582,-0.28629649950165137,0.6402672921178489,1,0,0,0,1,1,1,1,1
2205,-1.0722580138022684,-1.1673833529260216,0.5204725420840317,0,1,0,0,1,0,1,0,0
2206,-1.1548208089668985,-1.3640666266755248,-0.877342465138771,0,0,1,0,0,0,0,0,0
2207,-0.8554598793399868,-0.8682555641015304,-0.003528478499923079,0,1,1,0,1,1,0,0,0
2208,-1.0260822334058384,-0.8892522191755005,2.154202235207688,1,1,1,0,0,1,1,0,1
2209,-1.2510764622389257,-1.1546580141303608,-1.5756642806874692,0,0,0,0,1,0,0,1,0
2210,-0.9768648604874235,-1.2148648493326237,-1.4012200604053366,0,0,0,0,0,0,0,0,1
2211,-1.0470269969017114,-1.131631588207393,0.521213093988364,0,1,1,1,1,0,0,0,1
2212,-0.5328823993002529,-0.6274743834908127,-0.8766624615033464,0,1,1,0,0,0,0,0,0
2213,-1.2033651550836815,-1.1473202127965214,0.34673394201263114,0,1,1,1,1,1,0,0,0
2214,-1.0682190587936216,-1.0461071816826775,-1.8669750435678607,0,0,0,0,0,0,0,1,1
2215,-1.0236748653985404,-1.1262047589341158,0.9857184540318163,1,1,1,0,1,0,1,0,1
2216,-1.1368614767882212,-0.8828334783158943,1.3975701079213336,1,1,0,1,0,1,1,1,0
2217,-0.8277809146525099,-0.9184142859759684,-0.2944582530421109,0,1,0,0,1,0,1,0,0
2218,-0.8084312050106279,-0.8587729155143228,0.22921673840157164,0,1,0,1,0,1,0,0,0
2219,-0.33393709873201166,-0.04302553310914544,1.2230956135047477,1,0,1,1,0,1,1,1,0
2220,-1.1888977261781146,-1.2618496352046744,-0.5273990874277688,0,0,1,0,1,0,0,0,0
2221,-1.005317639593207,-1.2731652250429908,-0.6442362874034037,0,1,0,0,0,0,0,0,1
2222,-0.8020953890925908,-0.8171626030420769,-1.284033543493696,0,0,0,1,1,0,0,1,0
2223,-0.9057515763960706,-0.7319176017560752,-0.23653917627278173,0,1,0,1,0,1,0,1,0
2224,-0.9135430453594444,-0.7414249274235141,0.22865084496524204,1,1,1,0,0,0,1,1,1
2225,-1.1742087536108285,-1.145216677183053,-0.5861169355907644,1,1,1,0,0,0,0,1,1
2226,-0.9138225277186297,-0.7812356234114358,-0.003915055909102388,1,1,0,0,1,0,1,1,0
2227,-0.9173824295413768,-0.8109302911992115,1.630326968720695,0,1,0,0,0,1,1,0,0
2228,-0.9454679105859418,-0.958465847089316,-0.7601885511411577,1,0,1,1,0,1,0,0,1
2229,-0.9126471134123406,-0.7393359776192413,-0.9935206204951417,0,0,0,1,0,1,0,1,0
2230,-0.9151416541987891,-0.7821856498139022,0.3489579265052009,1,0,0,0,0,1,1,1,1
2231,-0.7816632998675044,-0.6614560775451354,1.630222173639893,1,0,1,1,0,1,1,0,1
2232,-1.141666606778564,-0.9891153417871543,-0.0042946469795620106,1,1,1,0,0,1,0,1,0
2233,-0.984553991255404,-1.0887290617834189,-0.8188737963901257,0,0,1,0,0,0,1,0,0
2234,-1.2055452309423051,-1.019486544790143,0.28733841899378426,1,1,1,1,0,1,0,1,1
2235,-0.6049483816473883,-0.5650191206795546,1.1060232067922025,0,0,0,0,1,1,1,0,0
2236,-1.1177576284206372,-0.8886178469695234,1.4557756245781879,1,0,1,1,1,1,1,1,0
2237,-1.2114465066293494,-1.4383142511412648,-1.0512766826943347,0,0,0,0,1,0,0,0,0
2238,-0.3501535047935835,-0.47637872906557843,-0.29440003355277666,0,0,1,1,1,0,0,0,1
2239,-1.1915020176826088,-1.2822533033447572,-0.992754452015502,0,0,0,1,1,1,0,0,1
2240,-1.1202428279157843,-1.1942783200649782,0.46146126769479134,0,1,1,0,0,1,0,0,0
2241,-1.2604308389121353,-1.4258577443404896,-0.06257468458276387,1,0,1,0,0,0,1,0,1
2242,-1.254066847844221,-1.2620058297642347,0.8733431957187622,1,0,0,0,0,1,1,0,1
2243,-0.9845526675906446,-0.7956235748130953,0.8115932765512364,1,1,1,1,1,0,1,1,0
2244,-1.1067107383481563,-1.0977616812258395,-1.0514676426193512,0,0,1,1,0,0,0,1,1
2245,-1.2023232418231196,-0.9902082755024592,0.05503799899080375,1,1,0,1,0,0,1,1,1
2246,-1.0208249017147137,-1.0252532334809046,-0.002827515848338073,0,1,0,1,1,0,1,0,1
2247,-0.8511307391971007,-0.9111373667479401,-0.5275644307774783,0,0,1,0,1,0,1,0,0
2248,-1.2093491409086876,-0.9867634024208255,0.4075872810444089,1,0,0,0,0,1,1,1,1
2249,-1.1748964541817926,-1.1080448291445641,-0.5274852522719837,0,1,1,0,0,0,0,1,0
2250,-1.1289764814548522,-1.211276540882316,0.22990139959614317,1,1,1,1,0,0,0,0,1
2251,-0.2569398978714586,-0.36785476129264116,0.4621622303463757,0,1,0,1,0,0,1,0,0
2252,-0.7332447775408443,-0.5781428828887655,0.22865084496524204,1,1,1,0,0,0,1,1,1
2253,-1.178123019399146,-1.1375731039254928,-0.761276091201922,0,0,1,0,0,1,0,1,1
2254,-1.0489109878631688,-1.1875461613406773,0.17053149315260288,0,1,0,0,0,0,1,0,1
2255,-1.241309707264694,-1.2117570900893162,-1.05220586574411,1,0,0,0,0,0,1,1,1
2256,-1.1079622444686106,-1.3078351088832754,-1.633643905725706,0,0,1,0,0,0,0,0,1
2257,-1.2492214028072082,-1.092617238173782,1.9219577059144677,1,1,0,1,0,1,1,0,1
2258,-0.8324583677220666,-0.9125611689281371,-0.9928103427252629,0,0,0,0,1,0,1,0,0
2259,-0.8194202698426224,-0.9561182776035435,-0.06241399879220118,1,1,0,0,0,1,0,0,1
2260,-0.8246582003902744,-0.9168811649344151,-0.8193954430145611,0,0,0,0,0,1,0,0,1
2261,-1.1519386613199236,-1.2823129539304543,-0.9928103427252629,1,0,0,0,1,0,1,0,1
2262,-0.550109707048025,-0.5177115653343504,0.8147138411795543,1,0,0,0,0,1,1,0,1
2263,-0.8693231876493932,-0.8871103942283588,0.22921673840157164,0,1,0,1,0,1,0,0,0
2264,-1.1272501956947214,-1.26557436900121,-1.0514396972644708,0,0,0,0,1,0,1,0,0
2265,-0.8980879356294555,-0.7933734954450806,2.095570551888906,1,1,1,0,0,1,1,0,1
2266,-1.0157734188031624,-0.9365326916951509,1.456285627304756,0,0,0,1,1,1,1,0,0
2267,-0.34795773405281333,-0.21844750808394192,2.4458353011810336,0,1,1,1,0,1,1,0,0
2268,-0.6891255183525026,-0.32842858413267767,1.6884463205333342,1,1,1,0,0,1,1,1,0
2269,-1.0106391501156629,-0.7961575280882913,-0.7019434452315562,0,0,0,1,0,0,1,1,0
2270,-1.005296876965982,-0.9862832400001955,0.9322310447906138,1,0,1,0,1,1,1,0,1
2271,-1.1931561826228525,-1.093540256801528,-0.7605751285503369,1,0,0,1,0,0,1,1,1
2272,-1.0635582460810393,-0.8256816428564218,1.4557756245781879,1,0,1,1,1,1,1,1,1
2273,-0.7048309898169713,-0.6287378450562758,1.5716952854019142,1,1,0,0,0,1,1,0,1
2274,-0.8930285107293481,-0.8264436879712449,-0.4696430252285757,0,0,1,1,0,1,0,1,0
2275,-0.6942556647697516,-0.33627894984901596,2.2713887521193277,1,1,1,1,1,1,1,1,0
2276,-1.0583225090349886,-1.1928386029436253,-1.0514396972644708,0,0,0,0,1,0,1,0,0
2277,-0.637579743484432,-0.6525023561153991,-1.8669750435678607,0,0,0,0,0,0,0,1,1
2278,-1.0924945788329046,-1.1662049283026283,-0.2948192138759836,0,0,0,1,0,0,1,0,1
2279,-0.9537388487441395,-1.0638145852397636,-0.12036102091641107,0,1,1,0,0,0,0,0,1
2280,-1.1324234557641317,-1.130665046548626,1.1030353825995658,0,1,1,1,1,1,0,0,0
2281,-1.0124218996325276,-1.013498081800971,1.630326968720695,1,1,0,0,0,1,1,0,1
2282,-0.9443059220222118,-1.0638412795399645,-0.3529269217907562,0,1,0,0,1,0,0,0,1
2283,-1.1083315091174717,-1.2913128842500419,-0.5273990874277688,0,0,1,0,1,0,0,0,0
2284,-0.6197840162700087,-0.7323809303662258,-0.0037823154734204236,0,1,0,0,0,1,0,0,1
2285,-1.1569228642427076,-1.0253097678095446,1.9215315392525412,1,0,1,1,1,1,1,0,0
2286,-0.9634888877234108,-0.9953271263117414,0.5210500794182279,1,1,1,1,1,0,1,0,1
2287,-1.0940878173752258,-0.8819387144965383,-0.1783336596159276,1,0,1,1,1,1,0,1,0
2288,-1.1579350139556812,-1.167555914470723,-1.5753429091063438,0,0,0,1,0,0,0,1,1
2289,-1.2399614601598288,-1.1179089541179137,-0.4696430252285757,0,0,1,1,0,1,0,1,0
2290,-1.0787279358699227,-1.1093111247484917,0.5200929510135721,1,1,1,0,0,1,0,0,1
2291,-0.38213929641800337,-0.42157243031258906,-0.23688849320878783,0,0,1,0,0,1,0,0,1
2292,-1.1848149767754306,-1.323739914515905,-0.29397386689085003,0,1,0,1,0,0,0,0,1
2293,-1.1854756367663108,-1.299143740090288,-1.3420108397523594,0,0,1,1,0,0,0,0,1
2294,-1.0416956912600368,-0.9102437524876957,-0.2944838696174182,1,1,1,1,0,0,0,1,1
2295,-0.7465653832989237,-0.5315219891298028,0.8728331929921934,1,0,1,0,0,1,1,1,1
2296,-0.9516902695246074,-0.860730621545996,0.05433703633921875,0,1,1,0,0,1,0,1,0
2297,-1.0001949056986104,-0.9101218539167764,1.6885324853775492,1,0,1,0,1,1,1,0,0
2298,-0.9469523060660524,-0.8553663943239777,2.154637716987908,1,1,0,1,1,1,1,0,0
2299,-1.0255391148455868,-1.2590003062767994,-1.8658884350189253,0,0,0,1,0,0,0,0,0
2300,-1.112436874278044,-1.2524623929762837,-0.003943001263983115,0,0,1,0,0,0,1,0,1
2301,-1.1253182502499832,-0.8429306514804209,1.6888818023135546,1,1,0,1,1,1,1,1,1
2302,-1.2053517489734837,-1.3331553462035455,0.6944067596395954,1,1,1,0,0,0,1,0,1
2303,-0.7869103069735061,-0.5185641212970217,1.2230956135047477,1,0,1,1,0,1,1,1,0
2304,-0.8256581345684687,-0.8912948845814611,0.5205284327937926,1,1,0,1,1,1,0,0,1
2305,-1.0665592588234023,-1.1668935822596918,-1.5756968836014962,0,0,0,0,0,1,0,0,1
2306,-0.7456596184136077,-0.7085472288451843,-1.284033543493696,0,0,0,1,1,0,0,1,0
2307,-0.7830644935627428,-0.6276623130666009,-1.2265220031497068,1,0,0,0,0,1,0,1,1
2308,-1.2251554378088243,-1.0271652390463624,1.6888818023135546,1,1,0,1,1,1,1,1,0
2309,-1.0831752981853138,-1.261697657403665,0.17053149315260288,0,1,0,0,0,0,1,0,0
2310,-0.8227180860430214,-0.8008804601225481,1.6309021772753176,1,1,1,1,0,1,1,0,1
2311,-1.1880360582387812,-1.2961218123211082,-0.293720029917352,1,1,1,1,1,0,0,0,1
2312,-1.0479708833320964,-0.7287522779283834,1.979758014925555,1,1,1,0,1,1,1,1,0
2313,-1.0271026654783058,-0.8590993870986634,-0.4106317508393353,1,0,0,1,1,0,1,1,1
2314,-0.5084895269253067,-0.4995457192509657,0.8117260169869184,1,1,1,1,0,1,0,0,1
2315,-0.8083381702875433,-1.0026759964079623,-0.877342465138771,0,0,1,0,0,0,0,0,0
2316,-1.2576948994925772,-1.189624245385921,-1.109992202077757,1,1,0,0,0,0,0,1,0
2317,-0.6794185173874062,-0.5084040615964563,-0.11970197629714684,1,0,1,1,1,1,0,1,1
2318,-0.8436724555631481,-0.7518614048362212,0.3500431377863924,1,0,0,1,0,1,1,0,1
2319,-1.0736243383858464,-1.2011412938111097,-0.7602444418509184,0,0,1,0,0,0,1,0,1
2320,-0.820744312791888,-0.8396071493257352,-0.2948192138759836,0,0,0,1,0,0,1,0,0
2321,-1.0236878751321747,-1.0646659934738312,-0.0032071069187976967,0,1,1,1,0,1,0,0,0
2322,-1.2529109481383838,-1.417011463579233,-0.5280860774019137,1,0,0,0,1,1,0,0,1
2323,-0.7390711716215033,-0.4329854490381658,1.979758014925555,1,1,1,0,1,1,1,1,1
2324,-0.5585146000798674,-0.6343787352785267,-1.5756642806874692,0,0,0,0,1,0,0,1,0
2325,-0.841624557085492,-0.8666836687789352,-0.9341227686967213,0,0,0,1,1,1,0,0,0
2326,-0.9565682010767134,-0.6812136076593595,1.9211263316067744,1,1,1,0,1,1,1,1,1
2327,-1.211295230656854,-1.2141124666923044,0.8153938448149789,1,1,0,0,0,1,1,0,1
2328,-0.7039505636570483,-0.6903031097761194,0.5822876670796121,1,0,1,0,0,1,1,0,1
2329,-1.134514581350928,-1.007701539810586,-0.9928359593005701,1,0,1,1,0,0,0,1,1
2330,-1.1544870941715737,-1.1692839604664458,-1.0514676426193512,0,0,1,1,0,0,0,1,0
2331,-0.9981565754262147,-1.022392858580474,0.7530384429583769,0,1,1,0,0,0,1,0,0
2332,-0.9665079779444871,-0.7466570656357994,1.6888818023135546,1,1,0,1,1,1,1,1,0
2333,-1.2456310566949964,-1.2266642589925965,-0.5270497704917633,0,1,0,1,1,0,0,1,0
2334,-1.007650693279017,-0.8769911878084552,-0.4106317508393353,0,0,0,1,1,0,1,1,0
2335,-1.1452095656923917,-1.1727571749852674,0.5205284327937926,1,1,0,1,1,1,0,0,1
2336,-0.6003696361498848,-0.6806985452281651,1.0446715089317231,1,1,1,1,0,0,1,0,1
2337,-1.1771882851650972,-1.3154716699217797,-1.5159473860874968,0,0,0,1,1,0,0,0,1
2338,-0.9428820369310991,-1.0106182527176586,-1.2833814852131522,0,0,1,1,0,0,0,0,1
2339,-1.184736918373623,-1.3393426278665133,-0.23645301142856676,0,0,0,1,1,1,0,0,0
2340,-0.8050025350940204,-0.9166770733446344,-0.29552017652756857,1,0,1,0,0,1,0,0,1
2341,-0.9432681688508936,-1.1020515392884787,-0.5274037449869157,1,1,0,0,1,1,0,0,1
2342,-1.2628150238766482,-1.2174758369024081,1.106344578373327,1,0,0,1,0,1,1,0,1
2343,-1.2363371525917917,-1.0764028789706657,1.165656265327533,1,1,0,1,0,1,1,0,1
2344,-0.7473338652392001,-0.7806647378040134,-0.0038871105542223226,0,0,1,1,0,1,0,0,1
2345,-0.7399829875457191,-0.7990263398007377,0.521213093988364,0,1,1,1,1,0,0,0,1
2346,-0.9847635462963032,-1.0119520543041516,-0.23688849320878783,0,0,1,0,0,1,0,0,0
2347,-0.6910902150452861,-0.5691435548063558,-0.46969891593833646,0,0,1,0,0,0,1,1,0
2348,-0.6475892963945191,-0.5359526096073677,-0.761276091201922,1,0,1,0,0,1,0,1,1
2349,-1.0844938573805765,-1.0969172056294867,0.22873700980945702,1,0,1,0,1,0,1,0,1
2350,-0.5329988817990742,-0.4350217570893574,0.28771801006424386,0,1,0,1,1,0,1,1,0
2351,-1.2012433204744684,-1.0252460134991748,0.5786477846064317,1,1,1,1,1,1,0,1,0
2352,-0.7107610079387895,-0.5399913169193441,2.154637716987908,1,1,0,1,1,1,1,0,1
2353,-1.2496799959178277,-1.1758958471178351,-0.2952244215217505,1,1,0,0,0,0,1,1,1
2354,-1.1757428054289112,-1.3604935266359937,-0.3529269217907562,0,1,0,0,1,0,0,0,1
2355,-0.6550691368545524,-0.5962295485120599,-0.7605751285503369,0,0,0,1,0,0,1,1,0
2356,-0.9907996088748408,-1.1494274474550763,-1.109228362377691,0,1,0,0,1,0,0,0,0
2357,-1.221580824397752,-1.328809462693529,-0.6442362874034037,0,1,0,0,0,0,0,0,0
2358,-1.2120322850138447,-1.272334659889856,-0.004208482135347705,0,0,1,0,1,1,0,0,0
2359,-0.9555992784728807,-1.026547625600031,-0.5850293955300001,0,1,1,1,0,0,0,0,0
2360,-0.5440045869880432,-0.6453449640349951,-0.06257468458276387,0,0,1,0,0,0,1,0,1
2361,-0.8842094997227996,-0.9495990162199546,1.1060232067922025,1,0,0,0,1,1,1,0,1
2362,-1.248325092670173,-1.4082108189418308,-1.0512766826943347,0,0,0,0,1,0,0,0,0
2363,-0.7458865323723508,-0.6227424618310818,-0.17838722154611558,1,0,1,0,1,0,1,1,1
2364,-1.2023463870469113,-1.2596761257175668,-0.5857699474343318,1,1,0,0,0,0,1,0,1
2365,-0.9209086724602437,-0.8781204946357498,0.8739207330529584,1,0,1,1,0,1,1,0,1
2366,-1.245893898697207,-1.1173423940012255,0.054611832328876474,1,0,1,1,1,0,1,1,1
2367,-0.9508790899410939,-0.8466275187193427,1.456285627304756,1,0,0,1,1,1,1,0,1
2368,-0.89520650654335,-0.8902695707520906,1.1649762616921084,0,0,0,1,0,1,1,0,0
2369,-1.0258560380079647,-0.8413577461749595,1.1059393707275609,1,1,0,0,0,1,1,1,1
2370,-1.0469366851461317,-1.0104431119869886,-0.8186828364651095,1,1,0,0,1,0,0,1,0
2371,-1.1813048825666275,-1.0740074334597538,1.6299008020587678,1,0,1,0,1,1,1,0,1
2372,-0.7537619595004593,-0.8688780540215457,0.46258141066958264,0,1,1,1,1,0,0,0,1
2373,-0.9698115804508338,-0.8516907124710106,-0.0035936843279776674,1,1,0,1,0,0,1,1,0
2374,-0.4297662672185814,-0.31760893926464645,-0.7022089261029201,1,0,0,1,1,1,0,1,1
2375,-1.2077688742810078,-1.403430364150301,-0.5280860774019137,0,0,0,0,1,1,0,0,0
2376,-1.0942028627523084,-1.1554993517781353,-0.29413921024055895,0,1,0,1,0,0,1,0,0
2377,-0.9300698318975836,-0.7040444762791208,1.1059393707275609,1,1,0,0,0,1,1,1,1
2378,-1.1925689671166186,-1.1806979722884512,-1.5756642806874692,1,0,0,0,1,0,0,1,1
2379,-0.5655996102516878,-0.6650436890752317,0.1712720450569352,1,1,1,1,0,0,0,0,1
2380,-0.6746911432469261,-0.8120808021751692,-1.0511206544629188,0,0,0,1,0,0,1,0,0
2381,-1.0126637899125477,-0.9785661091916856,-0.993574182425329,1,0,0,0,0,0,1,1,1
2382,-0.9383892161859732,-1.0473168496478125,-0.8193954430145611,0,0,0,0,0,1,0,0,0
2383,-0.9544506778327164,-1.142254260652138,-0.5850293955300001,0,1,1,1,0,0,0,0,1
2384,-0.7682836964801519,-0.7224233266964183,-0.761276091201922,0,0,1,0,0,1,0,1,0
2385,-0.8418960974561213,-0.7481621588519718,-0.003915055909102388,1,1,0,0,1,0,1,1,1
2386,-1.2264615167363564,-1.4183344931287136,-1.3425883770865557,0,0,0,0,0,0,0,0,1
2387,-0.7471886403056045,-0.7059367938142821,0.7530943336681376,0,1,1,1,0,1,0,0,0
2388,-0.9506645806120957,-0.974686807562411,-1.517032597368688,0,0,0,0,1,0,0,1,1
2389,-1.2277766722222379,-1.2783734296816889,-0.003507519483762699,1,0,0,1,1,0,1,0,1
